userId,itemId,rating,timestamp
1,1,5.0,880000101
1,2,5.0,880000201
1,3,5.0,880000301
1,4,5.0,880000401
1,5,5.0,880000501
1,6,4.9,880000601
1,7,5.0,880000701
1,8,5.0,880000801
1,9,5.0,880000901
1,10,5.0,880001001
1,11,5.0,880001101
1,13,5.0,880001301
1,17,5.0,880001701
1,19,5.0,880001901
1,26,5.0,880002601
1,28,5.0,880002801
1,29,5.0,880002901
1,30,5.0,880003001
1,31,5.0,880003101
1,32,5.0,880003201
1,33,5.0,880003301
1,34,3.7,880003401
1,35,5.0,880003501
1,36,5.0,880003601
1,37,3.4,880003701
1,39,5.0,880003901
1,40,5.0,880004001
1,44,5.0,880004401
1,47,3.6,880004701
1,48,5.0,880004801
1,54,5.0,880005401
1,55,5.0,880005501
1,58,3.7,880005801
1,59,5.0,880005901
1,60,3.4,880006001
1,61,5.0,880006101
1,64,5.0,880006401
1,65,5.0,880006501
1,66,3.9,880006601
1,69,3.8,880006901
1,70,3.2,880007001
1,72,5.0,880007201
1,74,3.4,880007401
1,76,5.0,880007601
1,77,5.0,880007701
1,78,3.5,880007801
1,83,3.8,880008301
1,84,3.7,880008401
1,85,5.0,880008501
1,86,5.0,880008601
1,92,5.0,880009201
1,94,3.8,880009401
1,95,5.0,880009501
1,97,5.0,880009701
1,99,3.8,880009901
1,100,3.8,880010001
1,104,5.0,880010401
1,109,5.0,880010901
1,111,5.0,880011101
1,112,5.0,880011201
1,113,5.0,880011301
1,116,5.0,880011601
1,118,3.6,880011801
1,120,3.1,880012001
1,121,5.0,880012101
1,122,5.0,880012201
1,123,5.0,880012301
1,133,5.0,880013301
1,134,5.0,880013401
1,135,5.0,880013501
1,145,5.0,880014501
1,146,5.0,880014601
1,147,5.0,880014701
1,151,5.0,880015101
1,152,5.0,880015201
1,162,5.0,880016201
1,163,5.0,880016301
1,164,5.0,880016401
1,174,5.0,880017401
1,175,5.0,880017501
1,176,5.0,880017601
1,181,5.0,880018101
1,187,3.8,880018701
1,191,5.0,880019101
1,192,5.0,880019201
1,193,5.0,880019301
1,201,4.1,880020101
1,203,5.0,880020301
1,204,5.0,880020401
1,205,5.0,880020501
1,216,4.1,880021601
1,220,5.0,880022001
1,221,5.0,880022101
1,222,5.0,880022201
1,232,5.0,880023201
1,233,5.0,880023301
1,234,5.0,880023401
1,249,5.0,880024901
1,250,5.0,880025001
1,251,5.0,880025101
1,261,5.0,880026101
1,262,5.0,880026201
1,263,5.0,880026301
1,278,5.0,880027801
1,279,5.0,880027901
1,280,5.0,880028001
1,290,5.0,880029001
1,291,5.0,880029101
1,292,5.0,880029201
1,307,5.0,880030701
1,308,5.0,880030801
1,309,5.0,880030901
1,319,5.0,880031901
1,320,5.0,880032001
1,321,5.0,880032101
1,331,4.9,880033101
1,332,5.0,880033201
1,334,5.0,880033401
1,336,5.0,880033601
1,337,5.0,880033701
1,338,5.0,880033801
1,342,5.0,880034201
1,343,5.0,880034301
1,344,5.0,880034401
1,346,5.0,880034601
1,348,5.0,880034801
1,349,5.0,880034901
1,350,5.0,880035001
1,354,5.0,880035401
1,355,5.0,880035501
1,356,5.0,880035601
1,358,5.0,880035801
1,360,5.0,880036001
1,365,5.0,880036501
1,366,5.0,880036601
1,367,5.0,880036701
1,377,5.0,880037701
1,378,5.0,880037801
1,379,5.0,880037901
1,389,5.0,880038901
1,390,5.0,880039001
1,394,5.0,880039401
1,395,5.0,880039501
1,396,5.0,880039601
1,406,5.0,880040601
1,407,5.0,880040701
1,408,5.0,880040801
1,418,5.0,880041801
1,419,5.0,880041901
1,420,5.0,880042001
1,423,5.0,880042301
1,424,5.0,880042401
1,425,5.0,880042501
1,435,5.0,880043501
1,436,5.0,880043601
1,437,5.0,880043701
1,447,5.0,880044701
1,448,5.0,880044801
1,449,5.0,880044901
1,452,5.0,880045201
1,453,5.0,880045301
1,454,5.0,880045401
1,464,5.0,880046401
1,465,5.0,880046501
1,466,5.0,880046601
1,476,5.0,880047601
1,477,5.0,880047701
1,478,5.0,880047801
1,481,5.0,880048101
1,482,5.0,880048201
1,483,5.0,880048301
1,487,5.0,880048701
1,488,5.0,880048801
1,489,5.0,880048901
1,491,5.0,880049101
1,493,5.0,880049301
1,494,5.0,880049401
1,495,5.0,880049501
1,499,5.0,880049901
1,500,5.0,880050001
1,501,5.0,880050101
1,503,5.0,880050301
1,505,5.0,880050501
1,506,5.0,880050601
1,507,5.0,880050701
1,511,5.0,880051101
1,512,5.0,880051201
1,513,5.0,880051301
1,515,5.0,880051501
1,517,5.0,880051701
1,518,5.0,880051801
1,519,5.0,880051901
1,521,5.0,880052101
1,522,5.0,880052201
1,532,5.0,880053201
1,533,5.0,880053301
1,534,5.0,880053401
1,544,5.0,880054401
1,545,5.0,880054501
1,546,5.0,880054601
1,556,5.0,880055601
1,557,5.0,880055701
1,558,5.0,880055801
1,561,5.0,880056101
1,571,5.0,880057101
1,572,5.0,880057201
1,573,5.0,880057301
1,583,5.0,880058301
1,584,5.0,880058401
1,585,5.0,880058501
1,595,5.0,880059501
1,596,5.0,880059601
1,597,5.0,880059701
1,610,5.0,880061001
1,611,5.0,880061101
1,612,5.0,880061201
1,622,5.0,880062201
1,623,5.0,880062301
1,624,5.0,880062401
1,634,5.0,880063401
1,635,5.0,880063501
1,636,5.0,880063601
1,649,5.0,880064901
1,650,5.0,880065001
1,651,5.0,880065101
1,661,5.0,880066101
1,662,5.0,880066201
1,663,5.0,880066301
1,673,5.0,880067301
1,674,5.0,880067401
1,675,5.0,880067501
1,688,5.0,880068801
1,689,5.0,880068901
1,690,5.0,880069001
1,696,4.1,880069601
1,700,5.0,880070001
1,701,5.0,880070101
1,702,5.0,880070201
1,712,5.0,880071201
1,713,5.0,880071301
1,714,5.0,880071401
1,727,5.0,880072701
1,728,5.0,880072801
1,729,5.0,880072901
1,739,5.0,880073901
1,740,5.0,880074001
1,741,5.0,880074101
1,747,4.1,880074701
1,751,5.0,880075101
1,752,5.0,880075201
1,753,5.0,880075301
1,759,4.4,880075901
1,766,5.0,880076601
1,767,5.0,880076701
1,768,5.0,880076801
1,778,5.0,880077801
1,779,5.0,880077901
1,780,5.0,880078001
1,790,5.0,880079001
1,791,5.0,880079101
1,792,5.0,880079201
1,805,5.0,880080501
1,806,5.0,880080601
1,807,5.0,880080701
1,817,5.0,880081701
1,818,5.0,880081801
1,819,5.0,880081901
1,829,5.0,880082901
1,830,5.0,880083001
1,831,5.0,880083101
1,844,5.0,880084401
1,845,5.0,880084501
1,846,5.0,880084601
1,856,5.0,880085601
1,857,5.0,880085701
1,858,5.0,880085801
1,868,5.0,880086801
1,869,5.0,880086901
1,870,5.0,880087001
1,880,5.0,880088001
1,883,5.0,880088301
1,884,5.0,880088401
1,885,5.0,880088501
1,895,5.0,880089501
1,896,5.0,880089601
1,897,5.0,880089701
1,907,5.0,880090701
1,908,5.0,880090801
1,909,5.0,880090901
1,919,5.0,880091901
1,920,5.0,880092001
1,922,5.0,880092201
1,923,5.0,880092301
1,924,5.0,880092401
1,934,5.0,880093401
1,935,5.0,880093501
1,936,5.0,880093601
1,946,5.0,880094601
1,947,5.0,880094701
1,948,5.0,880094801
1,958,5.0,880095801
1,959,5.0,880095901
1,960,5.0,880096001
2,7,4.0,880000702
2,9,3.6,880000902
2,10,3.4,880001002
2,12,4.2,880001202
2,14,4.1,880001402
2,16,3.8,880001602
2,21,4.3,880002102
2,27,3.7,880002702
2,41,5.0,880004102
2,42,5.0,880004202
2,43,5.0,880004302
2,45,5.0,880004502
2,46,5.0,880004602
2,47,5.0,880004702
2,49,4.6,880004902
2,50,4.5,880005002
2,53,4.0,880005302
2,57,3.6,880005702
2,66,3.8,880006602
2,68,5.0,880006802
2,75,3.6,880007502
2,77,3.7,880007702
2,89,3.3,880008902
2,99,3.8,880009902
2,105,5.0,880010502
2,106,3.4,880010602
2,117,3.6,880011702
2,124,5.0,880012402
2,125,5.0,880012502
